date,ticker,price,daily_change,market_cap,trailing_pe,eps,52w_high,52w_low,open,high,low,close,volume
2026-03-26,ALAB,113.61 USD,-5.59%,N/A,N/A,N/A,N/A,N/A,117.17,119.84,113.57,113.61,3.10M
2026-03-26,AMD,203.77 USD,-7.49%,N/A,N/A,N/A,N/A,N/A,217.98,221.00,203.43,203.77,49.21M
2026-03-26,ATKR,60.52 USD,-0.61%,N/A,N/A,N/A,N/A,N/A,60.23,61.46,60.23,60.52,"270,600"
2026-03-26,AVAV,195.91 USD,-1.56%,N/A,N/A,N/A,N/A,N/A,195.05,200.30,193.68,195.91,1.02M
2026-03-26,CAT,701.85 USD,-2.20%,N/A,N/A,N/A,N/A,N/A,708.72,716.61,695.11,701.85,2.43M
2026-03-26,COHR,243.29 USD,-10.57%,N/A,N/A,N/A,N/A,N/A,261.14,263.00,243.08,243.29,6.39M
2026-03-26,FLNC,14.96 USD,-8.50%,N/A,N/A,N/A,N/A,N/A,15.94,16.05,14.85,14.96,2.94M
2026-03-26,HUM,174.26 USD,+0.52%,N/A,N/A,N/A,N/A,N/A,172.35,174.31,171.64,174.26,1.20M
2026-03-26,IONQ,29.84 USD,-6.63%,N/A,N/A,N/A,N/A,N/A,31.40,31.61,29.71,29.84,17.73M
2026-03-26,KEY,19.88 USD,-0.60%,N/A,N/A,N/A,N/A,N/A,19.81,19.99,19.68,19.88,10.82M
2026-03-26,KO,74.69 USD,-0.74%,N/A,N/A,N/A,N/A,N/A,75.19,75.75,74.65,74.69,11.20M
2026-03-26,KTOS,75.86 USD,-5.15%,N/A,N/A,N/A,N/A,N/A,78.38,79.53,75.15,75.86,3.02M
2026-03-26,MOD,215.81 USD,-7.33%,N/A,N/A,N/A,N/A,N/A,227.41,227.41,213.01,215.81,"755,900"
2026-03-26,NXT,119.85 USD,-8.10%,N/A,N/A,N/A,N/A,N/A,127.34,128.97,119.38,119.85,1.62M
2026-03-26,ORA,110.90 USD,+0.18%,N/A,N/A,N/A,N/A,N/A,110.39,112.92,110.31,110.90,"807,300"
2026-03-26,OXY,64.36 USD,+4.06%,N/A,N/A,N/A,N/A,N/A,62.35,64.44,62.14,64.36,20.66M
2026-03-26,PL,32.40 USD,-8.40%,N/A,N/A,N/A,N/A,N/A,34.97,35.69,32.12,32.40,14.61M
2026-03-26,PLUG,2.25 USD,-0.88%,N/A,N/A,N/A,N/A,N/A,2.22,2.41,2.22,2.25,58.19M
2026-03-26,RDW,8.87 USD,-3.17%,N/A,N/A,N/A,N/A,N/A,8.90,9.31,8.74,8.87,17.92M
2026-03-26,RKLB,65.94 USD,-9.52%,N/A,N/A,N/A,N/A,N/A,71.20,72.09,65.59,65.94,22.99M
2026-03-26,SPIR,13.49 USD,-1.75%,N/A,N/A,N/A,N/A,N/A,13.51,14.09,13.27,13.49,"659,400"
2026-03-26,T,28.62 USD,+0.38%,N/A,N/A,N/A,N/A,N/A,28.77,28.91,28.52,28.62,29.90M
2026-03-26,XOM,165.43 USD,+1.33%,N/A,N/A,N/A,N/A,N/A,164.09,165.68,162.06,165.43,18.63M
2026-03-27,AAPL,248.80 USD,-1.62%,N/A,N/A,N/A,N/A,N/A,253.90,255.49,248.07,248.80,47.90M
2026-03-27,ALAB,112.47 USD,-1.00%,N/A,N/A,N/A,N/A,N/A,111.00,114.63,110.84,112.47,2.87M
2026-03-27,AMD,201.99 USD,-0.87%,N/A,N/A,N/A,N/A,N/A,201.77,203.27,197.69,201.99,29.21M
2026-03-27,ATKR,59.13 USD,-2.30%,N/A,N/A,N/A,N/A,N/A,59.64,60.06,58.64,59.13,"189,100"
2026-03-27,AVAV,184.43 USD,-5.86%,N/A,N/A,N/A,N/A,N/A,192.13,193.93,183.85,184.43,"874,800"
2026-03-27,CAT,694.08 USD,-1.11%,N/A,N/A,N/A,N/A,N/A,693.15,707.01,691.01,694.08,2.06M
2026-03-27,COHR,243.48 USD,+0.08%,N/A,N/A,N/A,N/A,N/A,243.81,253.60,239.39,243.48,5.43M
2026-03-27,FLNC,14.15 USD,-5.41%,N/A,N/A,N/A,N/A,N/A,14.76,14.94,14.06,14.15,3.32M
2026-03-27,HUM,169.09 USD,-2.96%,N/A,N/A,N/A,N/A,N/A,173.50,174.60,167.11,169.09,1.68M
2026-03-27,IONQ,27.51 USD,-7.81%,N/A,N/A,N/A,N/A,N/A,29.55,29.60,27.38,27.51,19.50M
2026-03-27,KEY,19.45 USD,-2.16%,N/A,N/A,N/A,N/A,N/A,19.79,19.86,19.36,19.45,15.15M
2026-03-27,KO,75.71 USD,+1.37%,N/A,N/A,N/A,N/A,N/A,74.82,76.05,74.70,75.71,17.46M
2026-03-27,KTOS,71.94 USD,-5.17%,N/A,N/A,N/A,N/A,N/A,74.86,76.38,71.70,71.94,3.19M
2026-03-27,MOD,213.96 USD,-0.86%,N/A,N/A,N/A,N/A,N/A,214.23,220.00,208.33,213.96,1.15M
2026-03-27,NXT,120.03 USD,+0.15%,N/A,N/A,N/A,N/A,N/A,117.40,122.78,117.14,120.03,1.69M
2026-03-27,ORA,112.00 USD,+0.99%,N/A,N/A,N/A,N/A,N/A,109.90,112.61,109.74,112.00,"649,900"
2026-03-27,OXY,65.32 USD,+1.49%,N/A,N/A,N/A,N/A,N/A,64.50,66.00,64.23,65.32,20.17M
2026-03-27,PL,30.86 USD,-4.75%,N/A,N/A,N/A,N/A,N/A,33.98,34.24,30.54,30.86,16.21M
2026-03-27,PLUG,2.18 USD,-3.11%,N/A,N/A,N/A,N/A,N/A,2.21,2.22,2.12,2.18,51.43M
2026-03-27,RDW,8.16 USD,-8.00%,N/A,N/A,N/A,N/A,N/A,8.74,8.84,8.11,8.16,17.44M
2026-03-27,RKLB,60.93 USD,-7.60%,N/A,N/A,N/A,N/A,N/A,66.01,66.10,60.35,60.93,20.31M
2026-03-27,SPIR,12.36 USD,-8.38%,N/A,N/A,N/A,N/A,N/A,13.30,13.61,12.20,12.36,"623,100"
2026-03-27,T,28.80 USD,+0.62%,N/A,N/A,N/A,N/A,N/A,28.70,29.07,28.52,28.80,38.16M
2026-03-27,XOM,170.99 USD,+3.36%,N/A,N/A,N/A,N/A,N/A,165.58,171.23,164.80,170.99,30.34M
2026-03-30,AAPL,246.63 USD,-0.87%,N/A,N/A,N/A,N/A,N/A,250.07,250.87,245.51,246.63,39.45M
2026-03-30,ALAB,100.27 USD,-10.85%,N/A,N/A,N/A,N/A,N/A,112.71,113.11,97.89,100.27,5.17M
2026-03-30,AMD,196.04 USD,-2.95%,N/A,N/A,N/A,N/A,N/A,204.95,208.43,192.87,196.04,41.05M
2026-03-30,ATKR,58.15 USD,-1.66%,N/A,N/A,N/A,N/A,N/A,59.93,59.93,57.90,58.15,"234,000"
2026-03-30,AVAV,176.97 USD,-4.04%,N/A,N/A,N/A,N/A,N/A,186.41,186.41,175.42,176.97,1.17M
2026-03-30,CAT,666.16 USD,-4.02%,N/A,N/A,N/A,N/A,N/A,700.88,701.65,663.31,666.16,2.61M
2026-03-30,COHR,219.65 USD,-9.79%,N/A,N/A,N/A,N/A,N/A,247.58,248.93,215.55,219.65,8.24M
2026-03-30,FLNC,13.00 USD,-8.13%,N/A,N/A,N/A,N/A,N/A,14.29,14.36,12.86,13.00,3.95M
2026-03-30,HUM,166.00 USD,-1.83%,N/A,N/A,N/A,N/A,N/A,170.51,170.51,164.50,166.00,1.77M
2026-03-30,IONQ,26.59 USD,-3.34%,N/A,N/A,N/A,N/A,N/A,27.79,28.16,25.89,26.59,18.70M
2026-03-30,KEY,19.40 USD,-0.26%,N/A,N/A,N/A,N/A,N/A,19.57,19.63,19.30,19.40,13.80M
2026-03-30,KO,76.27 USD,+0.74%,N/A,N/A,N/A,N/A,N/A,75.93,77.00,75.72,76.27,18.50M
2026-03-30,KTOS,65.28 USD,-9.26%,N/A,N/A,N/A,N/A,N/A,71.76,71.90,64.37,65.28,5.50M
2026-03-30,MOD,202.18 USD,-5.51%,N/A,N/A,N/A,N/A,N/A,213.57,214.00,197.04,202.18,1.10M
2026-03-30,NXT,112.51 USD,-6.27%,N/A,N/A,N/A,N/A,N/A,121.31,121.85,111.91,112.51,2.14M
2026-03-30,ORA,109.44 USD,-2.29%,N/A,N/A,N/A,N/A,N/A,112.76,112.99,109.30,109.44,"723,500"
2026-03-30,OXY,66.24 USD,+1.41%,N/A,N/A,N/A,N/A,N/A,65.62,67.05,65.62,66.24,23.02M
2026-03-30,PL,27.89 USD,-9.62%,N/A,N/A,N/A,N/A,N/A,30.85,31.41,27.25,27.89,15.87M
2026-03-30,PLUG,2.14 USD,-1.83%,N/A,N/A,N/A,N/A,N/A,2.19,2.25,2.11,2.14,50.76M
2026-03-30,RDW,7.71 USD,-5.51%,N/A,N/A,N/A,N/A,N/A,8.19,8.25,7.43,7.71,17.35M
2026-03-30,RKLB,57.38 USD,-5.83%,N/A,N/A,N/A,N/A,N/A,61.45,61.64,56.13,57.38,21.93M
2026-03-30,SPIR,11.76 USD,-4.85%,N/A,N/A,N/A,N/A,N/A,12.54,12.79,11.62,11.76,"588,300"
2026-03-30,T,28.48 USD,-1.10%,N/A,N/A,N/A,N/A,N/A,28.91,29.07,28.42,28.48,35.29M
2026-03-30,XOM,171.47 USD,+0.28%,N/A,N/A,N/A,N/A,N/A,172.51,176.41,171.05,171.47,29.81M
2026-03-31,AAPL,253.79 USD,+2.90%,N/A,N/A,N/A,N/A,N/A,247.91,255.48,247.10,253.79,49.60M
2026-03-31,ALAB,109.60 USD,+9.30%,N/A,N/A,N/A,N/A,N/A,100.69,110.44,100.10,109.60,5.10M
2026-03-31,AMD,203.43 USD,+3.77%,N/A,N/A,N/A,N/A,N/A,198.05,204.00,196.41,203.43,42.32M
2026-03-31,ATKR,58.91 USD,+1.31%,N/A,N/A,N/A,N/A,N/A,58.87,59.64,57.97,58.91,"357,300"
2026-03-31,AVAV,183.05 USD,+3.44%,N/A,N/A,N/A,N/A,N/A,179.87,185.00,176.22,183.05,1.32M
2026-03-31,CAT,707.11 USD,+6.15%,N/A,N/A,N/A,N/A,N/A,678.71,707.54,670.72,707.11,3.00M
2026-03-31,COHR,238.21 USD,+8.45%,N/A,N/A,N/A,N/A,N/A,224.08,238.77,220.20,238.21,6.15M
2026-03-31,FLNC,13.76 USD,+5.85%,N/A,N/A,N/A,N/A,N/A,13.16,13.96,12.91,13.76,5.86M
2026-03-31,HUM,173.39 USD,+4.45%,N/A,N/A,N/A,N/A,N/A,167.61,174.21,167.11,173.39,1.47M
2026-03-31,IONQ,28.83 USD,+8.42%,N/A,N/A,N/A,N/A,N/A,27.20,29.18,27.06,28.83,23.15M
2026-03-31,KEY,20.05 USD,+3.35%,N/A,N/A,N/A,N/A,N/A,19.71,20.16,19.59,20.05,17.02M
2026-03-31,KO,76.05 USD,-0.29%,N/A,N/A,N/A,N/A,N/A,76.53,77.02,75.51,76.05,18.30M
2026-03-31,KTOS,70.51 USD,+8.01%,N/A,N/A,N/A,N/A,N/A,66.90,70.97,65.55,70.51,6.11M
2026-03-31,MOD,216.71 USD,+7.19%,N/A,N/A,N/A,N/A,N/A,207.81,218.54,203.07,216.71,"848,700"
2026-03-31,NXT,120.55 USD,+7.15%,N/A,N/A,N/A,N/A,N/A,113.22,120.76,111.56,120.55,2.10M
2026-03-31,ORA,111.92 USD,+2.27%,N/A,N/A,N/A,N/A,N/A,110.15,112.19,109.29,111.92,"694,200"
2026-03-31,OXY,65.00 USD,-1.87%,N/A,N/A,N/A,N/A,N/A,65.97,67.45,62.77,65.00,34.96M
2026-03-31,PL,27.95 USD,+0.22%,N/A,N/A,N/A,N/A,N/A,28.80,28.93,26.28,27.95,18.97M
2026-03-31,PLUG,2.26 USD,+5.61%,N/A,N/A,N/A,N/A,N/A,2.16,2.27,2.14,2.26,46.98M
2026-03-31,RDW,8.50 USD,+10.25%,N/A,N/A,N/A,N/A,N/A,7.86,8.63,7.82,8.50,15.96M
2026-03-31,RKLB,64.22 USD,+11.92%,N/A,N/A,N/A,N/A,N/A,61.71,64.58,59.03,64.22,26.61M
2026-03-31,SPIR,12.58 USD,+6.97%,N/A,N/A,N/A,N/A,N/A,12.09,12.78,11.76,12.58,"591,100"
2026-03-31,T,28.69 USD,+0.73%,N/A,N/A,N/A,N/A,N/A,28.63,28.69,28.23,28.69,48.63M
2026-03-31,XOM,169.66 USD,-1.06%,N/A,N/A,N/A,N/A,N/A,172.67,174.38,165.97,169.66,32.01M
2026-04-01,AAPL,255.63 USD,+0.73%,N/A,N/A,N/A,N/A,N/A,254.08,256.18,253.33,255.63,40.06M
2026-04-01,ALAB,106.33 USD,-2.98%,N/A,N/A,N/A,N/A,N/A,111.21,112.00,105.86,106.33,4.78M
2026-04-01,AMD,210.21 USD,+3.33%,N/A,N/A,N/A,N/A,N/A,207.59,213.83,205.84,210.21,40.84M
2026-04-01,ATKR,60.24 USD,+2.26%,N/A,N/A,N/A,N/A,N/A,59.65,60.68,58.89,60.24,"330,500"
2026-04-01,AVAV,183.50 USD,+0.25%,N/A,N/A,N/A,N/A,N/A,188.64,191.80,182.45,183.50,"922,200"
2026-04-01,CAT,728.93 USD,+3.09%,N/A,N/A,N/A,N/A,N/A,720.63,738.60,718.37,728.93,2.44M
2026-04-01,COHR,247.80 USD,+4.03%,N/A,N/A,N/A,N/A,N/A,244.14,256.88,244.14,247.80,6.93M
2026-04-01,FLNC,13.02 USD,-5.38%,N/A,N/A,N/A,N/A,N/A,14.20,14.45,12.85,13.02,4.34M
2026-04-01,HUM,176.95 USD,+2.05%,N/A,N/A,N/A,N/A,N/A,173.53,178.84,172.04,176.95,1.53M
2026-04-01,IONQ,27.79 USD,-3.61%,N/A,N/A,N/A,N/A,N/A,29.64,29.91,27.57,27.79,19.07M
2026-04-01,KEY,20.34 USD,+1.45%,N/A,N/A,N/A,N/A,N/A,20.08,20.51,20.08,20.34,15.97M
2026-04-01,KO,76.08 USD,+0.04%,N/A,N/A,N/A,N/A,N/A,76.15,76.36,75.26,76.08,15.83M
2026-04-01,KTOS,67.70 USD,-3.99%,N/A,N/A,N/A,N/A,N/A,72.64,72.80,67.60,67.70,4.42M
2026-04-01,MOD,222.97 USD,+2.89%,N/A,N/A,N/A,N/A,N/A,222.28,227.84,220.67,222.97,"962,500"
2026-04-01,NXT,120.38 USD,-0.14%,N/A,N/A,N/A,N/A,N/A,122.42,125.19,120.21,120.38,1.81M
2026-04-01,ORA,113.64 USD,+1.54%,N/A,N/A,N/A,N/A,N/A,113.03,114.20,112.05,113.64,"629,300"
2026-04-01,OXY,62.23 USD,-4.26%,N/A,N/A,N/A,N/A,N/A,64.08,65.57,61.17,62.23,28.33M
2026-04-01,PL,30.71 USD,+9.87%,N/A,N/A,N/A,N/A,N/A,29.00,31.18,28.52,30.71,17.34M
2026-04-01,PLUG,2.25 USD,-0.44%,N/A,N/A,N/A,N/A,N/A,2.28,2.32,2.21,2.25,39.42M
2026-04-01,RDW,9.08 USD,+6.82%,N/A,N/A,N/A,N/A,N/A,8.75,9.48,8.71,9.08,18.51M
2026-04-01,RKLB,65.52 USD,+2.02%,N/A,N/A,N/A,N/A,N/A,65.50,68.67,65.30,65.52,27.16M
2026-04-01,SPIR,13.38 USD,+6.36%,N/A,N/A,N/A,N/A,N/A,12.74,13.76,12.70,13.38,"696,200"
2026-04-01,T,28.02 USD,-2.35%,N/A,N/A,N/A,N/A,N/A,28.65,28.67,27.77,28.02,43.11M
2026-04-01,XOM,160.78 USD,-5.23%,N/A,N/A,N/A,N/A,N/A,165.77,168.00,159.53,160.78,37.93M
2026-04-02,AAPL,255.92 USD,+0.11%,N/A,N/A,N/A,N/A,N/A,254.20,256.13,250.65,255.92,31.29M
2026-04-02,ALAB,117.14 USD,+10.17%,N/A,N/A,N/A,N/A,N/A,101.68,117.31,101.53,117.14,4.50M
2026-04-02,AMD,217.50 USD,+3.47%,N/A,N/A,N/A,N/A,N/A,204.05,217.78,200.62,217.50,38.46M
2026-04-02,ATKR,61.51 USD,+2.11%,N/A,N/A,N/A,N/A,N/A,59.06,61.60,58.37,61.51,"335,100"
2026-04-02,AVAV,184.36 USD,+0.47%,N/A,N/A,N/A,N/A,N/A,176.62,186.24,176.29,184.36,"720,300"
2026-04-02,CAT,715.86 USD,-1.79%,N/A,N/A,N/A,N/A,N/A,704.23,734.01,704.11,715.86,1.76M
2026-04-02,COHR,258.16 USD,+4.18%,N/A,N/A,N/A,N/A,N/A,235.00,261.90,231.79,258.16,5.19M
2026-04-02,FLNC,13.30 USD,+2.15%,N/A,N/A,N/A,N/A,N/A,12.34,13.39,12.12,13.30,3.75M
2026-04-02,HUM,177.83 USD,+0.50%,N/A,N/A,N/A,N/A,N/A,176.50,181.00,174.84,177.83,"972,900"
2026-04-02,IONQ,29.30 USD,+5.43%,N/A,N/A,N/A,N/A,N/A,26.80,29.49,26.74,29.30,15.52M
2026-04-02,KEY,20.47 USD,+0.64%,N/A,N/A,N/A,N/A,N/A,20.09,20.52,19.82,20.47,13.56M
2026-04-02,KO,76.72 USD,+0.84%,N/A,N/A,N/A,N/A,N/A,76.58,76.96,76.12,76.72,14.57M
2026-04-02,KTOS,67.31 USD,-0.58%,N/A,N/A,N/A,N/A,N/A,65.28,69.51,63.84,67.31,4.39M
2026-04-02,MOD,219.32 USD,-1.64%,N/A,N/A,N/A,N/A,N/A,213.35,223.80,210.26,219.32,"586,700"
2026-04-02,NXT,113.08 USD,-6.06%,N/A,N/A,N/A,N/A,N/A,114.03,119.42,112.76,113.08,1.95M
2026-04-02,ORA,112.84 USD,-0.70%,N/A,N/A,N/A,N/A,N/A,112.33,113.80,111.39,112.84,"502,000"
2026-04-02,OXY,62.97 USD,+1.19%,N/A,N/A,N/A,N/A,N/A,64.60,66.02,62.36,62.97,22.36M
2026-04-02,PL,35.88 USD,+16.83%,N/A,N/A,N/A,N/A,N/A,29.44,36.04,29.44,35.88,25.89M
2026-04-02,PLUG,2.41 USD,+7.11%,N/A,N/A,N/A,N/A,N/A,2.19,2.45,2.19,2.41,85.95M
2026-04-02,RDW,9.73 USD,+7.16%,N/A,N/A,N/A,N/A,N/A,8.68,9.94,8.61,9.73,28.42M
2026-04-02,RKLB,67.73 USD,+3.37%,N/A,N/A,N/A,N/A,N/A,62.22,69.39,61.86,67.73,32.67M
2026-04-02,SPIR,15.91 USD,+18.91%,N/A,N/A,N/A,N/A,N/A,12.93,16.14,12.86,15.91,1.78M
2026-04-02,T,28.04 USD,+0.07%,N/A,N/A,N/A,N/A,N/A,28.10,28.33,27.70,28.04,35.00M
2026-04-02,XOM,160.69 USD,-0.06%,N/A,N/A,N/A,N/A,N/A,164.49,166.90,159.59,160.69,25.38M
2026-04-06,AAPL,258.86 USD,+1.15%,N/A,N/A,N/A,N/A,N/A,256.51,262.16,256.46,258.86,29.33M
2026-04-06,ALAB,117.99 USD,+0.73%,N/A,N/A,N/A,N/A,N/A,116.85,122.47,116.72,117.99,2.73M
2026-04-06,AMD,220.18 USD,+1.23%,N/A,N/A,N/A,N/A,N/A,219.28,226.31,217.73,220.18,30.79M
2026-04-06,ATKR,62.77 USD,+2.05%,N/A,N/A,N/A,N/A,N/A,61.51,62.90,60.82,62.77,"242,500"
2026-04-06,AVAV,189.26 USD,+2.66%,N/A,N/A,N/A,N/A,N/A,185.00,191.75,184.89,189.26,"650,800"
2026-04-06,CAT,719.87 USD,+0.56%,N/A,N/A,N/A,N/A,N/A,715.38,721.20,702.93,719.87,1.25M
2026-04-06,COHR,253.22 USD,-1.91%,N/A,N/A,N/A,N/A,N/A,262.80,267.59,249.72,253.22,3.77M
2026-04-06,FLNC,13.20 USD,-0.75%,N/A,N/A,N/A,N/A,N/A,13.11,14.02,13.02,13.20,3.22M
2026-04-06,HUM,182.65 USD,+2.71%,N/A,N/A,N/A,N/A,N/A,178.40,184.70,177.54,182.65,2.06M
2026-04-06,IONQ,29.24 USD,-0.20%,N/A,N/A,N/A,N/A,N/A,29.33,30.30,28.71,29.24,11.78M
2026-04-06,KEY,20.66 USD,+0.93%,N/A,N/A,N/A,N/A,N/A,20.57,20.71,20.45,20.66,14.67M
2026-04-06,KO,77.22 USD,+0.65%,N/A,N/A,N/A,N/A,N/A,76.64,77.28,76.22,77.22,8.26M
2026-04-06,KTOS,74.09 USD,+10.07%,N/A,N/A,N/A,N/A,N/A,71.13,74.41,70.20,74.09,4.14M
2026-04-06,MOD,214.88 USD,-2.02%,N/A,N/A,N/A,N/A,N/A,217.90,220.99,206.00,214.88,"979,000"
2026-04-06,NXT,108.06 USD,-4.44%,N/A,N/A,N/A,N/A,N/A,112.62,113.97,107.10,108.06,1.51M
2026-04-06,ORA,110.57 USD,-2.01%,N/A,N/A,N/A,N/A,N/A,112.72,113.05,110.54,110.57,"390,400"
2026-04-06,OXY,62.96 USD,-0.02%,N/A,N/A,N/A,N/A,N/A,62.89,63.34,62.18,62.96,11.68M
2026-04-06,PL,35.02 USD,-2.40%,N/A,N/A,N/A,N/A,N/A,35.92,36.29,34.21,35.02,12.55M
2026-04-06,PLUG,2.69 USD,+11.62%,N/A,N/A,N/A,N/A,N/A,2.47,2.75,2.45,2.69,99.21M
2026-04-06,RDW,9.91 USD,+1.85%,N/A,N/A,N/A,N/A,N/A,9.64,10.06,9.60,9.91,17.24M
2026-04-06,RKLB,67.67 USD,-0.09%,N/A,N/A,N/A,N/A,N/A,67.73,70.32,66.60,67.67,22.35M
2026-04-06,SPIR,15.47 USD,-2.77%,N/A,N/A,N/A,N/A,N/A,16.25,16.55,14.98,15.47,1.11M
2026-04-06,T,28.03 USD,-0.04%,N/A,N/A,N/A,N/A,N/A,27.98,28.22,27.86,28.03,29.40M
2026-04-06,XOM,163.37 USD,+1.67%,N/A,N/A,N/A,N/A,N/A,160.57,163.75,159.53,163.37,16.34M
2026-04-07,AAPL,253.50 USD,-2.07%,N/A,N/A,N/A,N/A,N/A,256.16,256.20,245.70,253.50,62.15M
2026-04-07,ALAB,118.99 USD,+0.85%,N/A,N/A,N/A,N/A,N/A,117.28,119.69,114.84,118.99,4.45M
2026-04-07,AMD,221.53 USD,+0.61%,N/A,N/A,N/A,N/A,N/A,218.26,222.10,215.38,221.53,26.48M
2026-04-07,ATKR,63.77 USD,+1.59%,N/A,N/A,N/A,N/A,N/A,62.32,64.18,61.97,63.77,"329,800"
2026-04-07,AVAV,186.85 USD,-1.27%,N/A,N/A,N/A,N/A,N/A,186.55,187.78,181.35,186.85,"646,100"
2026-04-07,CAT,723.06 USD,+0.44%,N/A,N/A,N/A,N/A,N/A,718.22,724.35,707.58,723.06,1.55M
2026-04-07,COHR,255.10 USD,+0.74%,N/A,N/A,N/A,N/A,N/A,251.87,259.98,247.00,255.10,4.03M
2026-04-07,FLNC,13.25 USD,+0.38%,N/A,N/A,N/A,N/A,N/A,12.95,13.31,12.53,13.25,4.57M
2026-04-07,HUM,197.15 USD,+7.94%,N/A,N/A,N/A,N/A,N/A,202.00,203.50,190.05,197.15,5.41M
2026-04-07,IONQ,28.49 USD,-2.56%,N/A,N/A,N/A,N/A,N/A,28.72,28.88,27.29,28.49,19.72M
2026-04-07,KEY,20.62 USD,-0.19%,N/A,N/A,N/A,N/A,N/A,20.62,20.73,20.47,20.62,15.13M
2026-04-07,KO,75.91 USD,-1.70%,N/A,N/A,N/A,N/A,N/A,77.20,77.60,75.63,75.91,12.77M
2026-04-07,KTOS,71.96 USD,-2.87%,N/A,N/A,N/A,N/A,N/A,72.25,72.90,69.80,71.96,2.89M
2026-04-07,MOD,214.00 USD,-0.41%,N/A,N/A,N/A,N/A,N/A,211.92,215.65,206.47,214.00,"689,300"
2026-04-07,NXT,109.18 USD,+1.04%,N/A,N/A,N/A,N/A,N/A,108.05,109.75,105.82,109.18,1.73M
2026-04-07,ORA,112.24 USD,+1.51%,N/A,N/A,N/A,N/A,N/A,110.00,112.59,110.00,112.24,"423,000"
2026-04-07,OXY,62.94 USD,-0.03%,N/A,N/A,N/A,N/A,N/A,63.51,64.28,62.46,62.94,13.46M
2026-04-07,PL,35.17 USD,+0.43%,N/A,N/A,N/A,N/A,N/A,35.38,35.80,32.77,35.17,13.68M
2026-04-07,PLUG,2.52 USD,-6.32%,N/A,N/A,N/A,N/A,N/A,2.65,2.72,2.44,2.52,79.52M
2026-04-07,RDW,9.65 USD,-2.62%,N/A,N/A,N/A,N/A,N/A,9.79,9.96,9.01,9.65,17.31M
2026-04-07,RKLB,66.32 USD,-1.99%,N/A,N/A,N/A,N/A,N/A,67.11,68.30,63.96,66.32,25.40M
2026-04-07,SPIR,15.57 USD,+0.65%,N/A,N/A,N/A,N/A,N/A,15.26,15.98,14.52,15.57,"924,400"
2026-04-07,T,27.75 USD,-0.99%,N/A,N/A,N/A,N/A,N/A,28.00,28.19,27.63,27.75,27.65M
2026-04-07,XOM,163.91 USD,+0.33%,N/A,N/A,N/A,N/A,N/A,164.22,166.24,161.77,163.91,25.23M
2026-04-08,AAPL,258.90 USD,+2.13%,N/A,N/A,N/A,N/A,N/A,258.45,259.75,256.53,258.90,41.03M
2026-04-08,ALAB,125.46 USD,+5.44%,N/A,N/A,N/A,N/A,N/A,128.00,130.00,121.92,125.46,4.11M
2026-04-08,AMD,231.82 USD,+4.64%,N/A,N/A,N/A,N/A,N/A,232.12,234.00,227.09,231.82,35.50M
2026-04-08,ATKR,65.91 USD,+3.36%,N/A,N/A,N/A,N/A,N/A,66.32,67.65,65.40,65.91,"417,800"
2026-04-08,AVAV,186.94 USD,+0.05%,N/A,N/A,N/A,N/A,N/A,194.61,197.04,183.84,186.94,1.50M
2026-04-08,CAT,770.11 USD,+6.51%,N/A,N/A,N/A,N/A,N/A,763.17,772.93,751.67,770.11,3.01M
2026-04-08,COHR,281.79 USD,+10.46%,N/A,N/A,N/A,N/A,N/A,277.30,284.98,265.72,281.79,7.23M
2026-04-08,FLNC,13.12 USD,-0.98%,N/A,N/A,N/A,N/A,N/A,14.56,14.61,12.82,13.12,5.38M
2026-04-08,HUM,198.39 USD,+0.63%,N/A,N/A,N/A,N/A,N/A,199.47,201.47,195.73,198.39,1.99M
2026-04-08,IONQ,28.99 USD,+1.76%,N/A,N/A,N/A,N/A,N/A,30.66,31.10,28.51,28.99,20.13M
2026-04-08,KEY,21.29 USD,+3.25%,N/A,N/A,N/A,N/A,N/A,21.25,21.49,21.03,21.29,12.70M
2026-04-08,KO,77.29 USD,+1.82%,N/A,N/A,N/A,N/A,N/A,75.81,77.37,75.32,77.29,12.33M
2026-04-08,KTOS,74.46 USD,+3.47%,N/A,N/A,N/A,N/A,N/A,79.38,79.44,72.55,74.46,3.69M
2026-04-08,MOD,234.84 USD,+9.74%,N/A,N/A,N/A,N/A,N/A,229.00,244.86,227.04,234.84,1.07M
2026-04-08,MSFT,372.29 USD,-0.16%,2.77T,23.31,15.97,555.45,350.25,N/A,N/A,N/A,N/A,N/A
2026-04-08,NVDA,178.10 USD,+0.26%,4.33T,36.35,4.90,212.19,94.46,N/A,N/A,N/A,N/A,N/A
2026-04-08,NXT,116.41 USD,+6.62%,N/A,N/A,N/A,N/A,N/A,116.72,120.97,114.76,116.41,2.06M
2026-04-08,ORA,113.48 USD,+1.10%,N/A,N/A,N/A,N/A,N/A,114.26,116.01,113.40,113.48,"927,400"
2026-04-08,OXY,59.77 USD,-5.04%,N/A,N/A,N/A,N/A,N/A,57.17,59.98,56.25,59.77,25.79M
2026-04-08,PL,36.55 USD,+3.92%,N/A,N/A,N/A,N/A,N/A,36.90,38.21,35.44,36.55,16.12M
2026-04-08,PLUG,2.65 USD,+5.16%,N/A,N/A,N/A,N/A,N/A,2.70,2.77,2.59,2.65,68.38M
2026-04-08,RDW,9.61 USD,-0.41%,N/A,N/A,N/A,N/A,N/A,10.38,10.57,9.29,9.61,22.50M
